Step 0 | Time: 0.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 30 | Time: 0.500s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 31 | Time: 0.517s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 32 | Time: 0.533s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 33 | Time: 0.550s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 34 | Time: 0.567s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 35 | Time: 0.583s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 36 | Time: 0.600s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 37 | Time: 0.617s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 38 | Time: 0.633s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 39 | Time: 0.650s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 40 | Time: 0.667s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 41 | Time: 0.683s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 42 | Time: 0.700s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 43 | Time: 0.717s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 44 | Time: 0.733s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 45 | Time: 0.750s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 46 | Time: 0.767s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 47 | Time: 0.783s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 48 | Time: 0.800s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 49 | Time: 0.817s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 50 | Time: 0.833s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 51 | Time: 0.850s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 52 | Time: 0.867s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 53 | Time: 0.883s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 54 | Time: 0.900s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 55 | Time: 0.917s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 56 | Time: 0.933s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 57 | Time: 0.950s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 58 | Time: 0.967s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 59 | Time: 0.983s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 60 | Time: 1.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 61 | Time: 1.017s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 62 | Time: 1.033s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 63 | Time: 1.050s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 64 | Time: 1.067s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 65 | Time: 1.083s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 66 | Time: 1.100s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 67 | Time: 1.117s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 68 | Time: 1.133s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 69 | Time: 1.150s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 70 | Time: 1.167s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 71 | Time: 1.183s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 72 | Time: 1.200s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 73 | Time: 1.217s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 74 | Time: 1.233s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 75 | Time: 1.250s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 76 | Time: 1.267s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 77 | Time: 1.283s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 78 | Time: 1.300s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 79 | Time: 1.317s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 80 | Time: 1.333s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 81 | Time: 1.350s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 82 | Time: 1.367s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 83 | Time: 1.383s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 84 | Time: 1.400s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 85 | Time: 1.417s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 86 | Time: 1.433s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 87 | Time: 1.450s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 88 | Time: 1.467s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 89 | Time: 1.483s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 90 | Time: 1.500s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 91 | Time: 1.517s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 92 | Time: 1.533s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 93 | Time: 1.550s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 94 | Time: 1.567s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 95 | Time: 1.583s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 96 | Time: 1.600s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 97 | Time: 1.617s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 98 | Time: 1.633s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 99 | Time: 1.650s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 100 | Time: 1.667s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 101 | Time: 1.683s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 102 | Time: 1.700s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 103 | Time: 1.717s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 104 | Time: 1.733s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 105 | Time: 1.750s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 106 | Time: 1.767s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 107 | Time: 1.783s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 108 | Time: 1.800s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 109 | Time: 1.817s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 110 | Time: 1.833s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 111 | Time: 1.850s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 112 | Time: 1.867s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 113 | Time: 1.883s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 114 | Time: 1.900s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 115 | Time: 1.917s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 116 | Time: 1.933s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 117 | Time: 1.950s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 118 | Time: 1.967s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 119 | Time: 1.983s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 120 | Time: 2.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 121 | Time: 2.017s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 1.98 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 122 | Time: 2.033s | Pos: (635.6, 362.4) | Vel: (-263.5, 143.4) | Orient: 2.02 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 123 | Time: 2.050s | Pos: (631.2, 364.8) | Vel: (-263.5, 143.4) | Orient: 2.05 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 124 | Time: 2.067s | Pos: (626.8, 367.2) | Vel: (-263.5, 143.4) | Orient: 2.08 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 125 | Time: 2.083s | Pos: (622.4, 369.6) | Vel: (-263.5, 143.4) | Orient: 2.12 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 126 | Time: 2.100s | Pos: (618.0, 371.9) | Vel: (-263.5, 143.4) | Orient: 2.15 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 127 | Time: 2.117s | Pos: (613.6, 374.3) | Vel: (-263.5, 143.4) | Orient: 2.18 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 128 | Time: 2.133s | Pos: (609.3, 376.7) | Vel: (-263.5, 143.4) | Orient: 2.22 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 129 | Time: 2.150s | Pos: (604.9, 379.1) | Vel: (-263.5, 143.4) | Orient: 2.25 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 130 | Time: 2.167s | Pos: (600.5, 381.5) | Vel: (-263.5, 143.4) | Orient: 2.28 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 131 | Time: 2.183s | Pos: (596.1, 383.9) | Vel: (-263.5, 143.4) | Orient: 2.32 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 132 | Time: 2.200s | Pos: (591.7, 386.3) | Vel: (-263.5, 143.4) | Orient: 2.35 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 133 | Time: 2.217s | Pos: (587.3, 388.7) | Vel: (-263.5, 143.4) | Orient: 2.38 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 134 | Time: 2.233s | Pos: (582.9, 391.1) | Vel: (-263.5, 143.4) | Orient: 2.42 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 135 | Time: 2.250s | Pos: (578.5, 393.5) | Vel: (-263.5, 143.4) | Orient: 2.45 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 136 | Time: 2.267s | Pos: (574.1, 395.8) | Vel: (-263.5, 143.4) | Orient: 2.48 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 137 | Time: 2.283s | Pos: (569.7, 398.2) | Vel: (-263.5, 143.4) | Orient: 2.52 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 138 | Time: 2.300s | Pos: (565.3, 400.6) | Vel: (-263.5, 143.4) | Orient: 2.55 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 139 | Time: 2.317s | Pos: (560.9, 403.0) | Vel: (-263.5, 143.4) | Orient: 2.58 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 140 | Time: 2.333s | Pos: (556.6, 405.4) | Vel: (-263.5, 143.4) | Orient: 2.62 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 141 | Time: 2.350s | Pos: (552.2, 407.8) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 1.57 | Speed: 300.0 | Score: 0
Step 142 | Time: 2.367s | Pos: (547.8, 410.2) | Vel: (-263.5, 143.4) | Orient: 2.66 rad | AngVel: 0.89 | Speed: 300.0 | Score: 0
Step 143 | Time: 2.383s | Pos: (543.4, 412.6) | Vel: (-263.5, 143.4) | Orient: 2.66 rad | AngVel: 0.26 | Speed: 300.0 | Score: 0
Step 144 | Time: 2.400s | Pos: (539.0, 415.0) | Vel: (-263.5, 143.4) | Orient: 2.66 rad | AngVel: -0.17 | Speed: 300.0 | Score: 0
Step 145 | Time: 2.417s | Pos: (534.6, 417.3) | Vel: (-263.5, 143.4) | Orient: 2.65 rad | AngVel: -0.37 | Speed: 300.0 | Score: 0
Step 146 | Time: 2.433s | Pos: (530.2, 419.7) | Vel: (-263.5, 143.4) | Orient: 2.65 rad | AngVel: -0.38 | Speed: 300.0 | Score: 0
Step 147 | Time: 2.450s | Pos: (525.8, 422.1) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: -0.28 | Speed: 300.0 | Score: 0
Step 148 | Time: 2.467s | Pos: (521.4, 424.5) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: -0.14 | Speed: 300.0 | Score: 0
Step 149 | Time: 2.483s | Pos: (517.0, 426.9) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: -0.03 | Speed: 300.0 | Score: 0
Step 150 | Time: 2.500s | Pos: (512.6, 429.3) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.04 | Speed: 300.0 | Score: 0
Step 151 | Time: 2.517s | Pos: (508.2, 431.7) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.07 | Speed: 300.0 | Score: 0
Step 152 | Time: 2.533s | Pos: (503.8, 434.1) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.07 | Speed: 300.0 | Score: 0
Step 153 | Time: 2.550s | Pos: (499.5, 436.5) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.05 | Speed: 300.0 | Score: 0
Step 154 | Time: 2.567s | Pos: (495.1, 438.9) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.02 | Speed: 300.0 | Score: 0
Step 155 | Time: 2.583s | Pos: (490.7, 441.2) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 156 | Time: 2.600s | Pos: (486.3, 443.6) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 157 | Time: 2.617s | Pos: (481.9, 446.0) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 158 | Time: 2.633s | Pos: (477.5, 448.4) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 159 | Time: 2.650s | Pos: (473.1, 450.8) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 160 | Time: 2.667s | Pos: (468.7, 453.2) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 161 | Time: 2.683s | Pos: (464.3, 455.6) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 162 | Time: 2.700s | Pos: (459.9, 458.0) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 163 | Time: 2.717s | Pos: (455.5, 460.4) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 164 | Time: 2.733s | Pos: (451.1, 462.7) | Vel: (-263.5, 143.4) | Orient: 2.64 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
