Step 0 | Time: 0.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 25 | Time: 0.417s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 26 | Time: 0.433s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 27 | Time: 0.450s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 28 | Time: 0.467s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 29 | Time: 0.483s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 30 | Time: 0.500s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 31 | Time: 0.517s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 32 | Time: 0.533s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 33 | Time: 0.550s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 34 | Time: 0.567s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 35 | Time: 0.583s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 36 | Time: 0.600s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 37 | Time: 0.617s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 38 | Time: 0.633s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 39 | Time: 0.650s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 40 | Time: 0.667s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 41 | Time: 0.683s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 42 | Time: 0.700s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 43 | Time: 0.717s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 44 | Time: 0.733s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 45 | Time: 0.750s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 46 | Time: 0.767s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 47 | Time: 0.783s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 48 | Time: 0.800s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 49 | Time: 0.817s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 50 | Time: 0.833s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 51 | Time: 0.850s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 52 | Time: 0.867s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 53 | Time: 0.883s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 54 | Time: 0.900s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 55 | Time: 0.917s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 56 | Time: 0.933s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 57 | Time: 0.950s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 58 | Time: 0.967s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 59 | Time: 0.983s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 60 | Time: 1.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -1.19 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 61 | Time: 1.017s | Pos: (642.0, 364.6) | Vel: (121.2, 274.4) | Orient: -1.15 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 62 | Time: 1.033s | Pos: (644.0, 369.1) | Vel: (121.2, 274.4) | Orient: -1.12 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 63 | Time: 1.050s | Pos: (646.1, 373.7) | Vel: (121.2, 274.4) | Orient: -1.09 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 64 | Time: 1.067s | Pos: (648.1, 378.3) | Vel: (121.2, 274.4) | Orient: -1.05 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 65 | Time: 1.083s | Pos: (650.1, 382.9) | Vel: (121.2, 274.4) | Orient: -1.02 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 66 | Time: 1.100s | Pos: (652.1, 387.4) | Vel: (121.2, 274.4) | Orient: -0.99 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 67 | Time: 1.117s | Pos: (654.1, 392.0) | Vel: (121.2, 274.4) | Orient: -0.95 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 68 | Time: 1.133s | Pos: (656.2, 396.6) | Vel: (121.2, 274.4) | Orient: -0.92 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 69 | Time: 1.150s | Pos: (658.2, 401.2) | Vel: (121.2, 274.4) | Orient: -0.89 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 70 | Time: 1.167s | Pos: (660.2, 405.7) | Vel: (121.2, 274.4) | Orient: -0.85 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 71 | Time: 1.183s | Pos: (662.2, 410.3) | Vel: (121.2, 274.4) | Orient: -0.82 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 72 | Time: 1.200s | Pos: (664.2, 414.9) | Vel: (121.2, 274.4) | Orient: -0.79 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 73 | Time: 1.217s | Pos: (666.3, 419.5) | Vel: (121.2, 274.4) | Orient: -0.75 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 74 | Time: 1.233s | Pos: (668.3, 424.0) | Vel: (121.2, 274.4) | Orient: -0.72 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 75 | Time: 1.250s | Pos: (670.3, 428.6) | Vel: (121.2, 274.4) | Orient: -0.69 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 76 | Time: 1.267s | Pos: (672.3, 433.2) | Vel: (121.2, 274.4) | Orient: -0.65 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 77 | Time: 1.283s | Pos: (674.3, 437.8) | Vel: (121.2, 274.4) | Orient: -0.62 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 78 | Time: 1.300s | Pos: (676.4, 442.3) | Vel: (121.2, 274.4) | Orient: -0.59 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 79 | Time: 1.317s | Pos: (678.4, 446.9) | Vel: (121.2, 274.4) | Orient: -0.55 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 80 | Time: 1.333s | Pos: (680.4, 451.5) | Vel: (121.2, 274.4) | Orient: -0.52 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 81 | Time: 1.350s | Pos: (682.4, 456.0) | Vel: (121.2, 274.4) | Orient: -0.49 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 82 | Time: 1.367s | Pos: (684.4, 460.6) | Vel: (121.2, 274.4) | Orient: -0.45 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 83 | Time: 1.383s | Pos: (686.5, 465.2) | Vel: (121.2, 274.4) | Orient: -0.42 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 84 | Time: 1.400s | Pos: (688.5, 469.8) | Vel: (121.2, 274.4) | Orient: -0.39 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 85 | Time: 1.417s | Pos: (690.5, 474.3) | Vel: (121.2, 274.4) | Orient: -0.35 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 86 | Time: 1.433s | Pos: (692.5, 478.9) | Vel: (121.2, 274.4) | Orient: -0.32 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 87 | Time: 1.450s | Pos: (694.5, 483.5) | Vel: (121.2, 274.4) | Orient: -0.29 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 88 | Time: 1.467s | Pos: (696.6, 488.1) | Vel: (121.2, 274.4) | Orient: -0.25 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 89 | Time: 1.483s | Pos: (698.6, 492.6) | Vel: (121.2, 274.4) | Orient: -0.22 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 90 | Time: 1.500s | Pos: (700.6, 497.2) | Vel: (121.2, 274.4) | Orient: -0.19 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 91 | Time: 1.517s | Pos: (702.6, 501.8) | Vel: (121.2, 274.4) | Orient: -0.15 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 92 | Time: 1.533s | Pos: (704.7, 506.4) | Vel: (121.2, 274.4) | Orient: -0.12 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 93 | Time: 1.550s | Pos: (706.7, 510.9) | Vel: (121.2, 274.4) | Orient: -0.09 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 94 | Time: 1.567s | Pos: (708.7, 515.5) | Vel: (121.2, 274.4) | Orient: -0.05 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 95 | Time: 1.583s | Pos: (710.7, 520.1) | Vel: (121.2, 274.4) | Orient: -0.02 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 96 | Time: 1.600s | Pos: (712.7, 524.7) | Vel: (121.2, 274.4) | Orient: 0.01 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 97 | Time: 1.617s | Pos: (714.8, 529.2) | Vel: (121.2, 274.4) | Orient: 0.05 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 98 | Time: 1.633s | Pos: (716.8, 533.8) | Vel: (121.2, 274.4) | Orient: 0.08 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 99 | Time: 1.650s | Pos: (718.8, 538.4) | Vel: (121.2, 274.4) | Orient: 0.11 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 100 | Time: 1.667s | Pos: (720.8, 542.9) | Vel: (121.2, 274.4) | Orient: 0.15 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
