Step 0 | Time: 0.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 12 | Time: 0.200s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 13 | Time: 0.217s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 14 | Time: 0.233s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 15 | Time: 0.250s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 16 | Time: 0.267s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 17 | Time: 0.283s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 18 | Time: 0.300s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 19 | Time: 0.317s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 20 | Time: 0.333s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 21 | Time: 0.350s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 22 | Time: 0.367s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 23 | Time: 0.383s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 24 | Time: 0.400s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 25 | Time: 0.417s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.26 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 26 | Time: 0.433s | Pos: (635.6, 362.3) | Vel: (-266.0, 138.8) | Orient: -2.30 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 27 | Time: 0.450s | Pos: (631.1, 364.6) | Vel: (-266.0, 138.8) | Orient: -2.33 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 28 | Time: 0.467s | Pos: (626.7, 366.9) | Vel: (-266.0, 138.8) | Orient: -2.36 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 29 | Time: 0.483s | Pos: (622.3, 369.3) | Vel: (-266.0, 138.8) | Orient: -2.40 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 30 | Time: 0.500s | Pos: (617.8, 371.6) | Vel: (-266.0, 138.8) | Orient: -2.43 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 31 | Time: 0.517s | Pos: (613.4, 373.9) | Vel: (-266.0, 138.8) | Orient: -2.46 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 32 | Time: 0.533s | Pos: (609.0, 376.2) | Vel: (-266.0, 138.8) | Orient: -2.50 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 33 | Time: 0.550s | Pos: (604.5, 378.5) | Vel: (-266.0, 138.8) | Orient: -2.53 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 34 | Time: 0.567s | Pos: (600.1, 380.8) | Vel: (-266.0, 138.8) | Orient: -2.56 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 35 | Time: 0.583s | Pos: (595.7, 383.1) | Vel: (-266.0, 138.8) | Orient: -2.60 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 36 | Time: 0.600s | Pos: (591.2, 385.4) | Vel: (-266.0, 138.8) | Orient: -2.63 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 37 | Time: 0.617s | Pos: (586.8, 387.8) | Vel: (-266.0, 138.8) | Orient: -2.66 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 38 | Time: 0.633s | Pos: (582.4, 390.1) | Vel: (-266.0, 138.8) | Orient: -2.70 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 39 | Time: 0.650s | Pos: (577.9, 392.4) | Vel: (-266.0, 138.8) | Orient: -2.73 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 40 | Time: 0.667s | Pos: (573.5, 394.7) | Vel: (-266.0, 138.8) | Orient: -2.76 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 41 | Time: 0.683s | Pos: (569.1, 397.0) | Vel: (-266.0, 138.8) | Orient: -2.80 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 42 | Time: 0.700s | Pos: (564.6, 399.3) | Vel: (-266.0, 138.8) | Orient: -2.83 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 43 | Time: 0.717s | Pos: (560.2, 401.6) | Vel: (-266.0, 138.8) | Orient: -2.86 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 44 | Time: 0.733s | Pos: (555.8, 403.9) | Vel: (-266.0, 138.8) | Orient: -2.90 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 45 | Time: 0.750s | Pos: (551.3, 406.3) | Vel: (-266.0, 138.8) | Orient: -2.93 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 46 | Time: 0.767s | Pos: (546.9, 408.6) | Vel: (-266.0, 138.8) | Orient: -2.96 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 47 | Time: 0.783s | Pos: (542.5, 410.9) | Vel: (-266.0, 138.8) | Orient: -3.00 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 48 | Time: 0.800s | Pos: (538.0, 413.2) | Vel: (-266.0, 138.8) | Orient: -3.03 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 49 | Time: 0.817s | Pos: (533.6, 415.5) | Vel: (-266.0, 138.8) | Orient: -3.06 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 50 | Time: 0.833s | Pos: (538.5, 414.7) | Vel: (295.9, -49.6) | Orient: -3.03 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 51 | Time: 0.850s | Pos: (543.5, 413.9) | Vel: (295.8, -49.7) | Orient: -3.00 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 52 | Time: 0.867s | Pos: (548.4, 413.0) | Vel: (295.8, -49.7) | Orient: -2.96 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 53 | Time: 0.883s | Pos: (553.3, 412.2) | Vel: (295.8, -49.7) | Orient: -2.93 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 54 | Time: 0.900s | Pos: (548.8, 414.4) | Vel: (-269.3, 132.2) | Orient: -2.96 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 55 | Time: 0.917s | Pos: (544.4, 416.6) | Vel: (-269.3, 132.1) | Orient: -3.00 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 56 | Time: 0.933s | Pos: (539.9, 418.8) | Vel: (-269.3, 132.1) | Orient: -3.03 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 57 | Time: 0.950s | Pos: (535.4, 421.0) | Vel: (-269.3, 132.1) | Orient: -3.06 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 58 | Time: 0.967s | Pos: (530.9, 423.2) | Vel: (-269.3, 132.1) | Orient: -3.10 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 59 | Time: 0.983s | Pos: (526.4, 425.4) | Vel: (-269.3, 132.1) | Orient: -3.13 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 60 | Time: 1.000s | Pos: (521.9, 427.6) | Vel: (-269.3, 132.1) | Orient: 3.12 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 61 | Time: 1.017s | Pos: (517.4, 429.8) | Vel: (-269.3, 132.1) | Orient: 3.09 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 62 | Time: 1.033s | Pos: (512.9, 432.0) | Vel: (-269.3, 132.1) | Orient: 3.05 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 63 | Time: 1.050s | Pos: (508.4, 434.2) | Vel: (-269.3, 132.1) | Orient: 3.02 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 64 | Time: 1.067s | Pos: (504.0, 436.4) | Vel: (-269.3, 132.1) | Orient: 2.99 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 65 | Time: 1.083s | Pos: (499.5, 438.6) | Vel: (-269.3, 132.1) | Orient: 2.95 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 66 | Time: 1.100s | Pos: (495.0, 440.8) | Vel: (-269.3, 132.1) | Orient: 2.92 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 67 | Time: 1.117s | Pos: (490.5, 443.0) | Vel: (-269.3, 132.1) | Orient: 2.89 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 68 | Time: 1.133s | Pos: (486.0, 445.2) | Vel: (-269.3, 132.1) | Orient: 2.85 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 69 | Time: 1.150s | Pos: (481.5, 447.4) | Vel: (-269.3, 132.1) | Orient: 2.82 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 70 | Time: 1.167s | Pos: (477.0, 449.6) | Vel: (-269.3, 132.1) | Orient: 2.79 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 71 | Time: 1.183s | Pos: (472.5, 451.8) | Vel: (-269.3, 132.1) | Orient: 2.75 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 72 | Time: 1.200s | Pos: (468.0, 454.0) | Vel: (-269.3, 132.1) | Orient: 2.72 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 73 | Time: 1.217s | Pos: (463.6, 456.2) | Vel: (-269.3, 132.1) | Orient: 2.69 rad | AngVel: -1.73 | Speed: 300.0 | Score: 0
Step 74 | Time: 1.233s | Pos: (459.1, 458.4) | Vel: (-269.3, 132.1) | Orient: 2.67 rad | AngVel: -1.10 | Speed: 300.0 | Score: 0
Step 75 | Time: 1.250s | Pos: (454.2, 457.4) | Vel: (-293.8, -60.5) | Orient: 2.71 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 76 | Time: 1.267s | Pos: (449.3, 456.4) | Vel: (-293.8, -60.7) | Orient: 2.74 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 77 | Time: 1.283s | Pos: (444.4, 455.4) | Vel: (-293.8, -60.7) | Orient: 2.77 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 78 | Time: 1.300s | Pos: (439.5, 454.4) | Vel: (-293.8, -60.7) | Orient: 2.81 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 79 | Time: 1.317s | Pos: (434.6, 453.4) | Vel: (-293.8, -60.7) | Orient: 2.84 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 80 | Time: 1.333s | Pos: (429.7, 452.4) | Vel: (-293.8, -60.7) | Orient: 2.87 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 81 | Time: 1.350s | Pos: (424.8, 451.4) | Vel: (-293.8, -60.7) | Orient: 2.91 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 82 | Time: 1.367s | Pos: (419.9, 450.4) | Vel: (-293.8, -60.7) | Orient: 2.94 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 83 | Time: 1.383s | Pos: (415.0, 449.3) | Vel: (-293.8, -60.7) | Orient: 2.97 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 84 | Time: 1.400s | Pos: (410.1, 448.3) | Vel: (-293.8, -60.7) | Orient: 3.01 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 85 | Time: 1.417s | Pos: (405.2, 447.3) | Vel: (-293.8, -60.7) | Orient: 3.04 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 86 | Time: 1.433s | Pos: (400.3, 446.3) | Vel: (-293.8, -60.7) | Orient: 3.07 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 87 | Time: 1.450s | Pos: (395.4, 445.3) | Vel: (-293.8, -60.7) | Orient: 3.11 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 88 | Time: 1.467s | Pos: (390.5, 444.3) | Vel: (-293.8, -60.7) | Orient: 3.14 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 89 | Time: 1.483s | Pos: (385.6, 443.3) | Vel: (-293.8, -60.7) | Orient: -3.11 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 90 | Time: 1.500s | Pos: (380.7, 442.3) | Vel: (-293.8, -60.7) | Orient: -3.08 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 91 | Time: 1.517s | Pos: (375.8, 441.3) | Vel: (-293.8, -60.7) | Orient: -3.04 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 92 | Time: 1.533s | Pos: (370.9, 440.2) | Vel: (-293.8, -60.7) | Orient: -3.01 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 93 | Time: 1.550s | Pos: (366.0, 439.2) | Vel: (-293.8, -60.7) | Orient: -2.98 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 94 | Time: 1.567s | Pos: (361.1, 438.2) | Vel: (-293.8, -60.7) | Orient: -2.95 rad | AngVel: 1.76 | Speed: 300.0 | Score: 0
Step 95 | Time: 1.583s | Pos: (356.2, 437.2) | Vel: (-293.8, -60.7) | Orient: -2.93 rad | AngVel: 1.13 | Speed: 300.0 | Score: 0
Step 96 | Time: 1.600s | Pos: (351.3, 436.2) | Vel: (-293.8, -60.7) | Orient: -2.92 rad | AngVel: 0.46 | Speed: 300.0 | Score: 0
Step 97 | Time: 1.617s | Pos: (346.4, 435.2) | Vel: (-293.8, -60.7) | Orient: -2.92 rad | AngVel: -0.04 | Speed: 300.0 | Score: 0
Step 98 | Time: 1.633s | Pos: (341.5, 434.2) | Vel: (-293.8, -60.7) | Orient: -2.93 rad | AngVel: -0.32 | Speed: 300.0 | Score: 0
Step 99 | Time: 1.650s | Pos: (336.6, 433.2) | Vel: (-293.8, -60.7) | Orient: -2.93 rad | AngVel: -0.39 | Speed: 300.0 | Score: 0
Step 100 | Time: 1.667s | Pos: (331.8, 432.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.32 | Speed: 300.0 | Score: 0
Step 101 | Time: 1.683s | Pos: (326.9, 431.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.19 | Speed: 300.0 | Score: 0
Step 102 | Time: 1.700s | Pos: (322.0, 430.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.07 | Speed: 300.0 | Score: 0
Step 103 | Time: 1.717s | Pos: (317.1, 429.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.02 | Speed: 300.0 | Score: 0
Step 104 | Time: 1.733s | Pos: (312.2, 428.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.07 | Speed: 300.0 | Score: 0
Step 105 | Time: 1.750s | Pos: (307.3, 427.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.07 | Speed: 300.0 | Score: 0
Step 106 | Time: 1.767s | Pos: (302.4, 426.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.06 | Speed: 300.0 | Score: 0
Step 107 | Time: 1.783s | Pos: (297.5, 425.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.03 | Speed: 300.0 | Score: 0
Step 108 | Time: 1.800s | Pos: (292.6, 424.1) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.01 | Speed: 300.0 | Score: 0
Step 109 | Time: 1.817s | Pos: (287.7, 423.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 110 | Time: 1.833s | Pos: (282.8, 422.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 111 | Time: 1.850s | Pos: (277.9, 421.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 112 | Time: 1.867s | Pos: (273.0, 420.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 113 | Time: 1.883s | Pos: (268.1, 419.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 114 | Time: 1.900s | Pos: (263.2, 418.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 115 | Time: 1.917s | Pos: (258.3, 417.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 116 | Time: 1.933s | Pos: (253.4, 416.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 117 | Time: 1.950s | Pos: (248.5, 415.0) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 118 | Time: 1.967s | Pos: (243.6, 413.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 119 | Time: 1.983s | Pos: (238.7, 412.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 120 | Time: 2.000s | Pos: (233.8, 411.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 121 | Time: 2.017s | Pos: (228.9, 410.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 122 | Time: 2.033s | Pos: (224.0, 409.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 123 | Time: 2.050s | Pos: (219.1, 408.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 124 | Time: 2.067s | Pos: (214.2, 407.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 125 | Time: 2.083s | Pos: (209.3, 406.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 126 | Time: 2.100s | Pos: (204.4, 405.9) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 127 | Time: 2.117s | Pos: (199.5, 404.8) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 128 | Time: 2.133s | Pos: (194.6, 403.8) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 129 | Time: 2.150s | Pos: (189.7, 402.8) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 130 | Time: 2.167s | Pos: (184.9, 401.8) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 131 | Time: 2.183s | Pos: (180.0, 400.8) | Vel: (-293.8, -60.7) | Orient: -2.94 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 132 | Time: 2.200s | Pos: (184.1, 397.9) | Vel: (246.0, -171.7) | Orient: -2.90 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 133 | Time: 2.217s | Pos: (188.2, 395.1) | Vel: (246.1, -171.6) | Orient: -2.87 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 134 | Time: 2.233s | Pos: (192.3, 392.2) | Vel: (246.1, -171.6) | Orient: -2.84 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 135 | Time: 2.250s | Pos: (196.4, 389.4) | Vel: (246.1, -171.6) | Orient: -2.80 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 136 | Time: 2.267s | Pos: (200.5, 386.5) | Vel: (246.1, -171.6) | Orient: -2.77 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 137 | Time: 2.283s | Pos: (204.6, 383.6) | Vel: (246.1, -171.6) | Orient: -2.74 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 138 | Time: 2.300s | Pos: (208.7, 380.8) | Vel: (246.1, -171.6) | Orient: -2.70 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 139 | Time: 2.317s | Pos: (212.8, 377.9) | Vel: (246.1, -171.6) | Orient: -2.67 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 140 | Time: 2.333s | Pos: (216.9, 375.1) | Vel: (246.1, -171.6) | Orient: -2.64 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 141 | Time: 2.350s | Pos: (221.0, 372.2) | Vel: (246.1, -171.6) | Orient: -2.60 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 142 | Time: 2.367s | Pos: (225.1, 369.3) | Vel: (246.1, -171.6) | Orient: -2.57 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 143 | Time: 2.383s | Pos: (229.2, 366.5) | Vel: (246.1, -171.6) | Orient: -2.54 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 144 | Time: 2.400s | Pos: (233.3, 363.6) | Vel: (246.1, -171.6) | Orient: -2.50 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 145 | Time: 2.417s | Pos: (237.4, 360.8) | Vel: (246.1, -171.6) | Orient: -2.47 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 146 | Time: 2.433s | Pos: (241.5, 357.9) | Vel: (246.1, -171.6) | Orient: -2.44 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 147 | Time: 2.450s | Pos: (245.6, 355.0) | Vel: (246.1, -171.6) | Orient: -2.40 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 148 | Time: 2.467s | Pos: (249.7, 352.2) | Vel: (246.1, -171.6) | Orient: -2.37 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 149 | Time: 2.483s | Pos: (253.8, 349.3) | Vel: (246.1, -171.6) | Orient: -2.34 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 150 | Time: 2.500s | Pos: (257.9, 346.5) | Vel: (246.1, -171.6) | Orient: -2.30 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 151 | Time: 2.517s | Pos: (262.0, 343.6) | Vel: (246.1, -171.6) | Orient: -2.27 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 152 | Time: 2.533s | Pos: (266.1, 340.7) | Vel: (246.1, -171.6) | Orient: -2.24 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 153 | Time: 2.550s | Pos: (270.2, 337.9) | Vel: (246.1, -171.6) | Orient: -2.20 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 154 | Time: 2.567s | Pos: (274.3, 335.0) | Vel: (246.1, -171.6) | Orient: -2.17 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 155 | Time: 2.583s | Pos: (278.4, 332.2) | Vel: (246.1, -171.6) | Orient: -2.14 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 156 | Time: 2.600s | Pos: (282.5, 329.3) | Vel: (246.1, -171.6) | Orient: -2.10 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 157 | Time: 2.617s | Pos: (286.6, 326.4) | Vel: (246.1, -171.6) | Orient: -2.07 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 158 | Time: 2.633s | Pos: (290.7, 323.6) | Vel: (246.1, -171.6) | Orient: -2.04 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 159 | Time: 2.650s | Pos: (294.8, 320.7) | Vel: (246.1, -171.6) | Orient: -2.00 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 160 | Time: 2.667s | Pos: (298.9, 317.9) | Vel: (246.1, -171.6) | Orient: -1.97 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 161 | Time: 2.683s | Pos: (303.0, 315.0) | Vel: (246.1, -171.6) | Orient: -1.94 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 162 | Time: 2.700s | Pos: (307.1, 312.1) | Vel: (246.1, -171.6) | Orient: -1.90 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 163 | Time: 2.717s | Pos: (311.2, 309.3) | Vel: (246.1, -171.6) | Orient: -1.87 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
