Step 0 | Time: 0.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 12 | Time: 0.200s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 13 | Time: 0.217s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 14 | Time: 0.233s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 15 | Time: 0.250s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 16 | Time: 0.267s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 17 | Time: 0.283s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 18 | Time: 0.300s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 19 | Time: 0.317s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 20 | Time: 0.333s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 21 | Time: 0.350s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 22 | Time: 0.367s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 23 | Time: 0.383s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 24 | Time: 0.400s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 25 | Time: 0.417s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 26 | Time: 0.433s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 27 | Time: 0.450s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 28 | Time: 0.467s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 29 | Time: 0.483s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 30 | Time: 0.500s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 31 | Time: 0.517s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 32 | Time: 0.533s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 33 | Time: 0.550s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 34 | Time: 0.567s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 35 | Time: 0.583s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 36 | Time: 0.600s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 37 | Time: 0.617s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 38 | Time: 0.633s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 39 | Time: 0.650s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 40 | Time: 0.667s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 41 | Time: 0.683s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 42 | Time: 0.700s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 43 | Time: 0.717s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 44 | Time: 0.733s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 45 | Time: 0.750s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 46 | Time: 0.767s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 47 | Time: 0.783s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 48 | Time: 0.800s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 49 | Time: 0.817s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 50 | Time: 0.833s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 51 | Time: 0.850s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 52 | Time: 0.867s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 53 | Time: 0.883s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 54 | Time: 0.900s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 55 | Time: 0.917s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 56 | Time: 0.933s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 57 | Time: 0.950s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 58 | Time: 0.967s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 59 | Time: 0.983s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 60 | Time: 1.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.35 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 61 | Time: 1.017s | Pos: (635.3, 361.7) | Vel: (-281.1, 104.8) | Orient: 2.39 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 62 | Time: 1.033s | Pos: (630.6, 363.5) | Vel: (-281.1, 104.8) | Orient: 2.42 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 63 | Time: 1.050s | Pos: (625.9, 365.2) | Vel: (-281.1, 104.8) | Orient: 2.45 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 64 | Time: 1.067s | Pos: (621.3, 367.0) | Vel: (-281.1, 104.8) | Orient: 2.49 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 65 | Time: 1.083s | Pos: (616.6, 368.7) | Vel: (-281.1, 104.8) | Orient: 2.52 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 66 | Time: 1.100s | Pos: (611.9, 370.5) | Vel: (-281.1, 104.8) | Orient: 2.55 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 67 | Time: 1.117s | Pos: (607.2, 372.2) | Vel: (-281.1, 104.8) | Orient: 2.59 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 68 | Time: 1.133s | Pos: (602.5, 374.0) | Vel: (-281.1, 104.8) | Orient: 2.62 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 69 | Time: 1.150s | Pos: (597.8, 375.7) | Vel: (-281.1, 104.8) | Orient: 2.65 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 70 | Time: 1.167s | Pos: (593.1, 377.5) | Vel: (-281.1, 104.8) | Orient: 2.69 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 71 | Time: 1.183s | Pos: (588.5, 379.2) | Vel: (-281.1, 104.8) | Orient: 2.72 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 72 | Time: 1.200s | Pos: (583.8, 381.0) | Vel: (-281.1, 104.8) | Orient: 2.75 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 73 | Time: 1.217s | Pos: (579.1, 382.7) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 1.65 | Speed: 300.0 | Score: 0
Step 74 | Time: 1.233s | Pos: (574.4, 384.4) | Vel: (-281.1, 104.8) | Orient: 2.80 rad | AngVel: 0.99 | Speed: 300.0 | Score: 0
Step 75 | Time: 1.250s | Pos: (569.7, 386.2) | Vel: (-281.1, 104.8) | Orient: 2.80 rad | AngVel: 0.35 | Speed: 300.0 | Score: 0
Step 76 | Time: 1.267s | Pos: (565.0, 387.9) | Vel: (-281.1, 104.8) | Orient: 2.80 rad | AngVel: -0.12 | Speed: 300.0 | Score: 0
Step 77 | Time: 1.283s | Pos: (560.4, 389.7) | Vel: (-281.1, 104.8) | Orient: 2.80 rad | AngVel: -0.35 | Speed: 300.0 | Score: 0
Step 78 | Time: 1.300s | Pos: (555.7, 391.4) | Vel: (-281.1, 104.8) | Orient: 2.79 rad | AngVel: -0.38 | Speed: 300.0 | Score: 0
Step 79 | Time: 1.317s | Pos: (551.0, 393.2) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.29 | Speed: 300.0 | Score: 0
Step 80 | Time: 1.333s | Pos: (546.3, 394.9) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.16 | Speed: 300.0 | Score: 0
Step 81 | Time: 1.350s | Pos: (541.6, 396.7) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.04 | Speed: 300.0 | Score: 0
Step 82 | Time: 1.367s | Pos: (536.9, 398.4) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.04 | Speed: 300.0 | Score: 0
Step 83 | Time: 1.383s | Pos: (532.2, 400.2) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.07 | Speed: 300.0 | Score: 0
Step 84 | Time: 1.400s | Pos: (527.6, 401.9) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.07 | Speed: 300.0 | Score: 0
Step 85 | Time: 1.417s | Pos: (522.9, 403.7) | Vel: (-281.1, 104.8) | Orient: 2.79 rad | AngVel: 0.05 | Speed: 300.0 | Score: 0
Step 86 | Time: 1.433s | Pos: (518.2, 405.4) | Vel: (-281.1, 104.8) | Orient: 2.79 rad | AngVel: 0.03 | Speed: 300.0 | Score: 0
Step 87 | Time: 1.450s | Pos: (513.5, 407.1) | Vel: (-281.1, 104.8) | Orient: 2.79 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 88 | Time: 1.467s | Pos: (508.8, 408.9) | Vel: (-281.1, 104.8) | Orient: 2.79 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 89 | Time: 1.483s | Pos: (504.1, 410.6) | Vel: (-281.1, 104.8) | Orient: 2.79 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 90 | Time: 1.500s | Pos: (499.4, 412.4) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 91 | Time: 1.517s | Pos: (494.8, 414.1) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 92 | Time: 1.533s | Pos: (490.1, 415.9) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 93 | Time: 1.550s | Pos: (485.4, 417.6) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 94 | Time: 1.567s | Pos: (480.7, 419.4) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 95 | Time: 1.583s | Pos: (476.0, 421.1) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 96 | Time: 1.600s | Pos: (471.3, 422.9) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 97 | Time: 1.617s | Pos: (466.6, 424.6) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 98 | Time: 1.633s | Pos: (462.0, 426.4) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 99 | Time: 1.650s | Pos: (457.3, 428.1) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 100 | Time: 1.667s | Pos: (452.6, 429.8) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 101 | Time: 1.683s | Pos: (447.9, 431.6) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 102 | Time: 1.700s | Pos: (443.2, 433.3) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 103 | Time: 1.717s | Pos: (438.5, 435.1) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 104 | Time: 1.733s | Pos: (433.9, 436.8) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 105 | Time: 1.750s | Pos: (429.2, 438.6) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 106 | Time: 1.767s | Pos: (424.5, 440.3) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 107 | Time: 1.783s | Pos: (419.8, 442.1) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 108 | Time: 1.800s | Pos: (415.1, 443.8) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 109 | Time: 1.817s | Pos: (410.4, 445.6) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 110 | Time: 1.833s | Pos: (405.7, 447.3) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 111 | Time: 1.850s | Pos: (401.1, 449.1) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 112 | Time: 1.867s | Pos: (396.4, 450.8) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 113 | Time: 1.883s | Pos: (391.7, 452.5) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 114 | Time: 1.900s | Pos: (387.0, 454.3) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 115 | Time: 1.917s | Pos: (382.3, 456.0) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 116 | Time: 1.933s | Pos: (377.6, 457.8) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 117 | Time: 1.950s | Pos: (372.9, 459.5) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 118 | Time: 1.967s | Pos: (368.3, 461.3) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 119 | Time: 1.983s | Pos: (363.6, 463.0) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 120 | Time: 2.000s | Pos: (358.9, 464.8) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 121 | Time: 2.017s | Pos: (354.2, 466.5) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 122 | Time: 2.033s | Pos: (349.5, 468.3) | Vel: (-281.1, 104.8) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 123 | Time: 2.050s | Pos: (344.8, 470.0) | Vel: (-281.0, 104.7) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.9 | Score: 0
Step 124 | Time: 2.067s | Pos: (340.2, 471.8) | Vel: (-281.0, 104.7) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.9 | Score: 0
Step 125 | Time: 2.083s | Pos: (335.5, 473.5) | Vel: (-281.0, 104.7) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.9 | Score: 0
Step 126 | Time: 2.100s | Pos: (330.8, 475.2) | Vel: (-280.9, 104.7) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.8 | Score: 0
Step 127 | Time: 2.117s | Pos: (326.1, 477.0) | Vel: (-280.9, 104.7) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.8 | Score: 0
Step 128 | Time: 2.133s | Pos: (321.4, 478.7) | Vel: (-280.9, 104.7) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.7 | Score: 0
Step 129 | Time: 2.150s | Pos: (316.7, 480.5) | Vel: (-280.8, 104.7) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.7 | Score: 0
Step 130 | Time: 2.167s | Pos: (312.1, 482.2) | Vel: (-280.8, 104.7) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.7 | Score: 0
Step 131 | Time: 2.183s | Pos: (307.4, 484.0) | Vel: (-280.8, 104.6) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.6 | Score: 0
Step 132 | Time: 2.200s | Pos: (302.7, 485.7) | Vel: (-280.7, 104.6) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.6 | Score: 0
Step 133 | Time: 2.217s | Pos: (298.0, 487.5) | Vel: (-280.7, 104.6) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.6 | Score: 0
Step 134 | Time: 2.233s | Pos: (293.3, 489.2) | Vel: (-280.7, 104.6) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.5 | Score: 0
Step 135 | Time: 2.250s | Pos: (288.7, 490.9) | Vel: (-280.6, 104.6) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.5 | Score: 0
Step 136 | Time: 2.267s | Pos: (284.0, 492.7) | Vel: (-280.6, 104.6) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.4 | Score: 0
Step 137 | Time: 2.283s | Pos: (279.3, 494.4) | Vel: (-280.6, 104.6) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.4 | Score: 0
Step 138 | Time: 2.300s | Pos: (274.6, 496.2) | Vel: (-280.5, 104.5) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.4 | Score: 0
Step 139 | Time: 2.317s | Pos: (270.0, 497.9) | Vel: (-280.5, 104.5) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.3 | Score: 0
Step 140 | Time: 2.333s | Pos: (265.3, 499.6) | Vel: (-280.4, 104.5) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.3 | Score: 0
Step 141 | Time: 2.350s | Pos: (260.6, 501.4) | Vel: (-280.4, 104.5) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.3 | Score: 0
Step 142 | Time: 2.367s | Pos: (255.9, 503.1) | Vel: (-280.4, 104.5) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.2 | Score: 0
Step 143 | Time: 2.383s | Pos: (251.3, 504.9) | Vel: (-280.3, 104.5) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.2 | Score: 0
Step 144 | Time: 2.400s | Pos: (246.6, 506.6) | Vel: (-280.3, 104.5) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.1 | Score: 0
Step 145 | Time: 2.417s | Pos: (241.9, 508.4) | Vel: (-280.3, 104.5) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.1 | Score: 0
Step 146 | Time: 2.433s | Pos: (237.3, 510.1) | Vel: (-280.2, 104.4) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.1 | Score: 0
Step 147 | Time: 2.450s | Pos: (232.6, 511.8) | Vel: (-280.2, 104.4) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.0 | Score: 0
Step 148 | Time: 2.467s | Pos: (227.9, 513.6) | Vel: (-280.2, 104.4) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.0 | Score: 0
Step 149 | Time: 2.483s | Pos: (223.3, 515.3) | Vel: (-280.1, 104.4) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 299.0 | Score: 0
Step 150 | Time: 2.500s | Pos: (218.6, 517.1) | Vel: (-280.1, 104.4) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.9 | Score: 0
Step 151 | Time: 2.517s | Pos: (213.9, 518.8) | Vel: (-280.1, 104.4) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.9 | Score: 0
Step 152 | Time: 2.533s | Pos: (209.3, 520.5) | Vel: (-280.0, 104.4) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.8 | Score: 0
Step 153 | Time: 2.550s | Pos: (204.6, 522.3) | Vel: (-280.0, 104.4) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.8 | Score: 0
Step 154 | Time: 2.567s | Pos: (199.9, 524.0) | Vel: (-280.0, 104.3) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.8 | Score: 0
Step 155 | Time: 2.583s | Pos: (195.3, 525.8) | Vel: (-279.9, 104.3) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.7 | Score: 0
Step 156 | Time: 2.600s | Pos: (190.6, 527.5) | Vel: (-279.9, 104.3) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.7 | Score: 0
Step 157 | Time: 2.617s | Pos: (185.9, 529.2) | Vel: (-279.9, 104.3) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.7 | Score: 0
Step 158 | Time: 2.633s | Pos: (181.3, 531.0) | Vel: (-279.8, 104.3) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.6 | Score: 0
Step 159 | Time: 2.650s | Pos: (176.6, 532.7) | Vel: (-279.8, 104.3) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.6 | Score: 0
Step 160 | Time: 2.667s | Pos: (171.9, 534.4) | Vel: (-279.7, 104.3) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.5 | Score: 0
Step 161 | Time: 2.683s | Pos: (167.3, 536.2) | Vel: (-279.7, 104.2) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.5 | Score: 0
Step 162 | Time: 2.700s | Pos: (162.6, 537.9) | Vel: (-279.7, 104.2) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.5 | Score: 0
Step 163 | Time: 2.717s | Pos: (158.0, 539.7) | Vel: (-279.6, 104.2) | Orient: 2.78 rad | AngVel: 0.00 | Speed: 298.4 | Score: 0
