Step 0 | Time: 0.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 48 | Time: 0.800s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 49 | Time: 0.817s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 50 | Time: 0.833s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 51 | Time: 0.850s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 52 | Time: 0.867s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 53 | Time: 0.883s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 54 | Time: 0.900s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 55 | Time: 0.917s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 56 | Time: 0.933s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 57 | Time: 0.950s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 58 | Time: 0.967s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 59 | Time: 0.983s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 60 | Time: 1.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.82 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 61 | Time: 1.017s | Pos: (645.0, 359.4) | Vel: (298.1, -33.8) | Orient: -2.78 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 62 | Time: 1.033s | Pos: (649.9, 358.9) | Vel: (298.1, -33.8) | Orient: -2.75 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 63 | Time: 1.050s | Pos: (654.9, 358.3) | Vel: (298.1, -33.8) | Orient: -2.72 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 64 | Time: 1.067s | Pos: (659.9, 357.7) | Vel: (298.1, -33.8) | Orient: -2.68 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 65 | Time: 1.083s | Pos: (664.8, 357.2) | Vel: (298.1, -33.8) | Orient: -2.65 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 66 | Time: 1.100s | Pos: (669.8, 356.6) | Vel: (298.1, -33.8) | Orient: -2.62 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 67 | Time: 1.117s | Pos: (674.8, 356.1) | Vel: (298.1, -33.8) | Orient: -2.58 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 68 | Time: 1.133s | Pos: (679.7, 355.5) | Vel: (298.1, -33.8) | Orient: -2.55 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 69 | Time: 1.150s | Pos: (684.7, 354.9) | Vel: (298.1, -33.8) | Orient: -2.52 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 70 | Time: 1.167s | Pos: (689.7, 354.4) | Vel: (298.1, -33.8) | Orient: -2.48 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 71 | Time: 1.183s | Pos: (694.7, 353.8) | Vel: (298.1, -33.8) | Orient: -2.45 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 72 | Time: 1.200s | Pos: (699.6, 353.2) | Vel: (298.1, -33.8) | Orient: -2.42 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 73 | Time: 1.217s | Pos: (704.6, 352.7) | Vel: (298.1, -33.8) | Orient: -2.38 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 74 | Time: 1.233s | Pos: (709.6, 352.1) | Vel: (298.1, -33.8) | Orient: -2.35 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 75 | Time: 1.250s | Pos: (714.5, 351.6) | Vel: (298.1, -33.8) | Orient: -2.32 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 76 | Time: 1.267s | Pos: (719.5, 351.0) | Vel: (298.1, -33.8) | Orient: -2.28 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 77 | Time: 1.283s | Pos: (724.5, 350.4) | Vel: (298.1, -33.8) | Orient: -2.25 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 78 | Time: 1.300s | Pos: (729.4, 349.9) | Vel: (298.1, -33.8) | Orient: -2.22 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 79 | Time: 1.317s | Pos: (734.4, 349.3) | Vel: (298.1, -33.8) | Orient: -2.18 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 80 | Time: 1.333s | Pos: (739.4, 348.7) | Vel: (298.1, -33.8) | Orient: -2.15 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 81 | Time: 1.350s | Pos: (744.3, 348.2) | Vel: (298.1, -33.8) | Orient: -2.12 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 82 | Time: 1.367s | Pos: (749.3, 347.6) | Vel: (298.1, -33.8) | Orient: -2.08 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 83 | Time: 1.383s | Pos: (754.3, 347.1) | Vel: (298.1, -33.8) | Orient: -2.05 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 84 | Time: 1.400s | Pos: (759.2, 346.5) | Vel: (298.1, -33.8) | Orient: -2.02 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 85 | Time: 1.417s | Pos: (764.2, 345.9) | Vel: (298.1, -33.8) | Orient: -1.98 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 86 | Time: 1.433s | Pos: (769.2, 345.4) | Vel: (298.1, -33.8) | Orient: -1.95 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 87 | Time: 1.450s | Pos: (774.1, 344.8) | Vel: (298.1, -33.8) | Orient: -1.92 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 88 | Time: 1.467s | Pos: (779.1, 344.2) | Vel: (298.1, -33.8) | Orient: -1.88 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 89 | Time: 1.483s | Pos: (784.1, 343.7) | Vel: (298.1, -33.8) | Orient: -1.85 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 90 | Time: 1.500s | Pos: (789.0, 343.1) | Vel: (298.1, -33.8) | Orient: -1.82 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 91 | Time: 1.517s | Pos: (794.0, 342.6) | Vel: (298.1, -33.8) | Orient: -1.78 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 92 | Time: 1.533s | Pos: (799.0, 342.0) | Vel: (298.1, -33.8) | Orient: -1.75 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 93 | Time: 1.550s | Pos: (804.0, 341.4) | Vel: (298.1, -33.8) | Orient: -1.72 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 94 | Time: 1.567s | Pos: (808.9, 340.9) | Vel: (298.1, -33.8) | Orient: -1.68 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 95 | Time: 1.583s | Pos: (813.9, 340.3) | Vel: (298.1, -33.8) | Orient: -1.65 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 96 | Time: 1.600s | Pos: (818.9, 339.7) | Vel: (298.1, -33.8) | Orient: -1.62 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 97 | Time: 1.617s | Pos: (823.8, 339.2) | Vel: (298.1, -33.8) | Orient: -1.58 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 98 | Time: 1.633s | Pos: (828.8, 338.6) | Vel: (298.1, -33.8) | Orient: -1.55 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 99 | Time: 1.650s | Pos: (833.8, 338.0) | Vel: (298.1, -33.8) | Orient: -1.52 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 100 | Time: 1.667s | Pos: (838.7, 337.5) | Vel: (298.1, -33.8) | Orient: -1.48 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 101 | Time: 1.683s | Pos: (843.7, 336.9) | Vel: (298.1, -33.8) | Orient: -1.45 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 102 | Time: 1.700s | Pos: (848.7, 336.4) | Vel: (298.1, -33.8) | Orient: -1.42 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 103 | Time: 1.717s | Pos: (853.6, 335.8) | Vel: (298.1, -33.8) | Orient: -1.38 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 104 | Time: 1.733s | Pos: (858.6, 335.2) | Vel: (298.1, -33.8) | Orient: -1.35 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 105 | Time: 1.750s | Pos: (863.6, 334.7) | Vel: (298.1, -33.8) | Orient: -1.32 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 106 | Time: 1.767s | Pos: (868.5, 334.1) | Vel: (298.1, -33.8) | Orient: -1.28 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 107 | Time: 1.783s | Pos: (873.5, 333.5) | Vel: (298.1, -33.8) | Orient: -1.25 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 108 | Time: 1.800s | Pos: (878.5, 333.0) | Vel: (298.1, -33.8) | Orient: -1.22 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 109 | Time: 1.817s | Pos: (883.4, 332.4) | Vel: (298.1, -33.8) | Orient: -1.18 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 110 | Time: 1.833s | Pos: (888.4, 331.9) | Vel: (298.1, -33.8) | Orient: -1.15 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 111 | Time: 1.850s | Pos: (893.4, 331.3) | Vel: (298.1, -33.8) | Orient: -1.12 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 112 | Time: 1.867s | Pos: (898.3, 330.7) | Vel: (298.1, -33.8) | Orient: -1.08 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 113 | Time: 1.883s | Pos: (903.3, 330.2) | Vel: (298.1, -33.8) | Orient: -1.05 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 114 | Time: 1.900s | Pos: (908.3, 329.6) | Vel: (298.1, -33.8) | Orient: -1.02 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 115 | Time: 1.917s | Pos: (913.3, 329.0) | Vel: (298.1, -33.8) | Orient: -0.98 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 116 | Time: 1.933s | Pos: (918.2, 328.5) | Vel: (298.1, -33.8) | Orient: -0.95 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 117 | Time: 1.950s | Pos: (923.2, 327.9) | Vel: (298.1, -33.8) | Orient: -0.92 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 118 | Time: 1.967s | Pos: (928.2, 327.4) | Vel: (298.1, -33.8) | Orient: -0.88 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 119 | Time: 1.983s | Pos: (933.1, 326.8) | Vel: (298.1, -33.8) | Orient: -0.85 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 120 | Time: 2.000s | Pos: (938.1, 326.2) | Vel: (298.1, -33.8) | Orient: -0.82 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 121 | Time: 2.017s | Pos: (943.1, 325.7) | Vel: (298.1, -33.8) | Orient: -0.78 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0
Step 122 | Time: 2.033s | Pos: (938.8, 328.3) | Vel: (-254.5, 158.8) | Orient: -0.82 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 123 | Time: 2.050s | Pos: (934.6, 331.0) | Vel: (-254.6, 158.7) | Orient: -0.85 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 124 | Time: 2.067s | Pos: (930.3, 333.6) | Vel: (-254.6, 158.7) | Orient: -0.88 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 125 | Time: 2.083s | Pos: (926.1, 336.2) | Vel: (-254.6, 158.7) | Orient: -0.92 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 126 | Time: 2.100s | Pos: (921.8, 338.9) | Vel: (-254.6, 158.7) | Orient: -0.95 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 127 | Time: 2.117s | Pos: (917.6, 341.5) | Vel: (-254.6, 158.7) | Orient: -0.98 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 128 | Time: 2.133s | Pos: (913.4, 344.2) | Vel: (-254.6, 158.7) | Orient: -1.02 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 129 | Time: 2.150s | Pos: (909.1, 346.8) | Vel: (-254.6, 158.7) | Orient: -1.05 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 130 | Time: 2.167s | Pos: (904.9, 349.5) | Vel: (-254.6, 158.7) | Orient: -1.08 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 131 | Time: 2.183s | Pos: (900.6, 352.1) | Vel: (-254.6, 158.7) | Orient: -1.12 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 132 | Time: 2.200s | Pos: (896.4, 354.8) | Vel: (-254.6, 158.7) | Orient: -1.15 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 133 | Time: 2.217s | Pos: (892.1, 357.4) | Vel: (-254.6, 158.7) | Orient: -1.18 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 134 | Time: 2.233s | Pos: (887.9, 360.1) | Vel: (-254.6, 158.7) | Orient: -1.22 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 135 | Time: 2.250s | Pos: (883.7, 362.7) | Vel: (-254.6, 158.7) | Orient: -1.25 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 136 | Time: 2.267s | Pos: (879.4, 365.3) | Vel: (-254.6, 158.7) | Orient: -1.28 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 137 | Time: 2.283s | Pos: (875.2, 368.0) | Vel: (-254.6, 158.7) | Orient: -1.32 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 138 | Time: 2.300s | Pos: (870.9, 370.6) | Vel: (-254.6, 158.7) | Orient: -1.35 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 139 | Time: 2.317s | Pos: (866.7, 373.3) | Vel: (-254.6, 158.7) | Orient: -1.38 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 140 | Time: 2.333s | Pos: (862.4, 375.9) | Vel: (-254.6, 158.7) | Orient: -1.42 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 141 | Time: 2.350s | Pos: (858.2, 378.6) | Vel: (-254.6, 158.7) | Orient: -1.45 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 142 | Time: 2.367s | Pos: (854.0, 381.2) | Vel: (-254.6, 158.7) | Orient: -1.48 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 143 | Time: 2.383s | Pos: (849.7, 383.9) | Vel: (-254.6, 158.7) | Orient: -1.52 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 144 | Time: 2.400s | Pos: (845.5, 386.5) | Vel: (-254.6, 158.7) | Orient: -1.55 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 145 | Time: 2.417s | Pos: (841.2, 389.2) | Vel: (-254.6, 158.7) | Orient: -1.58 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 146 | Time: 2.433s | Pos: (837.0, 391.8) | Vel: (-254.6, 158.7) | Orient: -1.62 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 147 | Time: 2.450s | Pos: (832.7, 394.4) | Vel: (-254.6, 158.7) | Orient: -1.65 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 148 | Time: 2.467s | Pos: (828.5, 397.1) | Vel: (-254.6, 158.7) | Orient: -1.68 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 149 | Time: 2.483s | Pos: (824.3, 399.7) | Vel: (-254.6, 158.7) | Orient: -1.72 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 150 | Time: 2.500s | Pos: (820.0, 402.4) | Vel: (-254.6, 158.7) | Orient: -1.75 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 151 | Time: 2.517s | Pos: (815.8, 405.0) | Vel: (-254.6, 158.7) | Orient: -1.78 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 152 | Time: 2.533s | Pos: (811.5, 407.7) | Vel: (-254.6, 158.7) | Orient: -1.82 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 153 | Time: 2.550s | Pos: (807.3, 410.3) | Vel: (-254.6, 158.7) | Orient: -1.85 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 154 | Time: 2.567s | Pos: (803.0, 413.0) | Vel: (-254.6, 158.7) | Orient: -1.88 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 155 | Time: 2.583s | Pos: (798.8, 415.6) | Vel: (-254.6, 158.7) | Orient: -1.92 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 156 | Time: 2.600s | Pos: (794.6, 418.3) | Vel: (-254.6, 158.7) | Orient: -1.95 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 157 | Time: 2.617s | Pos: (790.3, 420.9) | Vel: (-254.6, 158.7) | Orient: -1.98 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 158 | Time: 2.633s | Pos: (786.1, 423.5) | Vel: (-254.6, 158.7) | Orient: -2.02 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 159 | Time: 2.650s | Pos: (781.8, 426.2) | Vel: (-254.6, 158.7) | Orient: -2.05 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 160 | Time: 2.667s | Pos: (777.6, 428.8) | Vel: (-254.6, 158.7) | Orient: -2.08 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 161 | Time: 2.683s | Pos: (773.3, 431.5) | Vel: (-254.6, 158.7) | Orient: -2.12 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 162 | Time: 2.700s | Pos: (769.1, 434.1) | Vel: (-254.6, 158.7) | Orient: -2.15 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
