Step 0 | Time: 0.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 23 | Time: 0.383s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 24 | Time: 0.400s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 25 | Time: 0.417s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 26 | Time: 0.433s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 27 | Time: 0.450s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 28 | Time: 0.467s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 29 | Time: 0.483s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 30 | Time: 0.500s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 31 | Time: 0.517s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 32 | Time: 0.533s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 33 | Time: 0.550s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 34 | Time: 0.567s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 35 | Time: 0.583s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 36 | Time: 0.600s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 37 | Time: 0.617s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 38 | Time: 0.633s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 39 | Time: 0.650s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 40 | Time: 0.667s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 41 | Time: 0.683s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 42 | Time: 0.700s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 43 | Time: 0.717s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 44 | Time: 0.733s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 45 | Time: 0.750s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 46 | Time: 0.767s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 47 | Time: 0.783s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 48 | Time: 0.800s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 49 | Time: 0.817s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 50 | Time: 0.833s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 51 | Time: 0.850s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 52 | Time: 0.867s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 53 | Time: 0.883s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 54 | Time: 0.900s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 55 | Time: 0.917s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 56 | Time: 0.933s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 57 | Time: 0.950s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 58 | Time: 0.967s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 59 | Time: 0.983s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 60 | Time: 1.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 0.74 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 61 | Time: 1.017s | Pos: (644.9, 358.9) | Vel: (292.0, -68.8) | Orient: 0.71 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 62 | Time: 1.033s | Pos: (649.7, 357.7) | Vel: (292.0, -68.8) | Orient: 0.67 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 63 | Time: 1.050s | Pos: (654.6, 356.6) | Vel: (292.0, -68.8) | Orient: 0.64 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 64 | Time: 1.067s | Pos: (659.5, 355.4) | Vel: (292.0, -68.8) | Orient: 0.61 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 65 | Time: 1.083s | Pos: (664.3, 354.3) | Vel: (292.0, -68.8) | Orient: 0.57 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 66 | Time: 1.100s | Pos: (669.2, 353.1) | Vel: (292.0, -68.8) | Orient: 0.54 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 67 | Time: 1.117s | Pos: (674.1, 352.0) | Vel: (292.0, -68.8) | Orient: 0.51 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 68 | Time: 1.133s | Pos: (678.9, 350.8) | Vel: (292.0, -68.8) | Orient: 0.47 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 69 | Time: 1.150s | Pos: (683.8, 349.7) | Vel: (292.0, -68.8) | Orient: 0.44 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 70 | Time: 1.167s | Pos: (688.7, 348.5) | Vel: (292.0, -68.8) | Orient: 0.41 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 71 | Time: 1.183s | Pos: (693.5, 347.4) | Vel: (292.0, -68.8) | Orient: 0.37 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 72 | Time: 1.200s | Pos: (698.4, 346.2) | Vel: (292.0, -68.8) | Orient: 0.34 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 73 | Time: 1.217s | Pos: (703.3, 345.1) | Vel: (292.0, -68.8) | Orient: 0.31 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 74 | Time: 1.233s | Pos: (708.1, 343.9) | Vel: (292.0, -68.8) | Orient: 0.27 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 75 | Time: 1.250s | Pos: (713.0, 342.8) | Vel: (292.0, -68.8) | Orient: 0.24 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 76 | Time: 1.267s | Pos: (717.9, 341.7) | Vel: (292.0, -68.8) | Orient: 0.21 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 77 | Time: 1.283s | Pos: (722.7, 340.5) | Vel: (292.0, -68.8) | Orient: 0.17 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 78 | Time: 1.300s | Pos: (727.6, 339.4) | Vel: (292.0, -68.8) | Orient: 0.14 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 79 | Time: 1.317s | Pos: (732.5, 338.2) | Vel: (292.0, -68.8) | Orient: 0.11 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 80 | Time: 1.333s | Pos: (737.3, 337.1) | Vel: (292.0, -68.8) | Orient: 0.07 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 81 | Time: 1.350s | Pos: (742.2, 335.9) | Vel: (292.0, -68.8) | Orient: 0.04 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 82 | Time: 1.367s | Pos: (747.1, 334.8) | Vel: (292.0, -68.8) | Orient: 0.01 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 83 | Time: 1.383s | Pos: (751.9, 333.6) | Vel: (292.0, -68.8) | Orient: -0.03 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 84 | Time: 1.400s | Pos: (756.8, 332.5) | Vel: (292.0, -68.8) | Orient: -0.06 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 85 | Time: 1.417s | Pos: (761.7, 331.3) | Vel: (292.0, -68.8) | Orient: -0.09 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 86 | Time: 1.433s | Pos: (766.5, 330.2) | Vel: (292.0, -68.8) | Orient: -0.13 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 87 | Time: 1.450s | Pos: (771.4, 329.0) | Vel: (292.0, -68.8) | Orient: -0.16 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 88 | Time: 1.467s | Pos: (776.3, 327.9) | Vel: (292.0, -68.8) | Orient: -0.19 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 89 | Time: 1.483s | Pos: (781.1, 326.7) | Vel: (292.0, -68.8) | Orient: -0.22 rad | AngVel: -1.78 | Speed: 300.0 | Score: 0
Step 90 | Time: 1.500s | Pos: (786.0, 325.6) | Vel: (292.0, -68.8) | Orient: -0.24 rad | AngVel: -1.16 | Speed: 300.0 | Score: 0
Step 91 | Time: 1.517s | Pos: (790.9, 324.4) | Vel: (292.0, -68.8) | Orient: -0.25 rad | AngVel: -0.49 | Speed: 300.0 | Score: 0
Step 92 | Time: 1.533s | Pos: (795.7, 323.3) | Vel: (292.0, -68.8) | Orient: -0.25 rad | AngVel: 0.03 | Speed: 300.0 | Score: 0
Step 93 | Time: 1.550s | Pos: (800.6, 322.2) | Vel: (292.0, -68.8) | Orient: -0.24 rad | AngVel: 0.31 | Speed: 300.0 | Score: 0
Step 94 | Time: 1.567s | Pos: (805.5, 321.0) | Vel: (292.0, -68.8) | Orient: -0.24 rad | AngVel: 0.39 | Speed: 300.0 | Score: 0
Step 95 | Time: 1.583s | Pos: (810.3, 319.9) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.32 | Speed: 300.0 | Score: 0
Step 96 | Time: 1.600s | Pos: (815.2, 318.7) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.19 | Speed: 300.0 | Score: 0
Step 97 | Time: 1.617s | Pos: (820.1, 317.6) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.07 | Speed: 300.0 | Score: 0
Step 98 | Time: 1.633s | Pos: (824.9, 316.4) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.02 | Speed: 300.0 | Score: 0
Step 99 | Time: 1.650s | Pos: (829.8, 315.3) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.07 | Speed: 300.0 | Score: 0
Step 100 | Time: 1.667s | Pos: (834.7, 314.1) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.07 | Speed: 300.0 | Score: 0
Step 101 | Time: 1.683s | Pos: (839.5, 313.0) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.06 | Speed: 300.0 | Score: 0
Step 102 | Time: 1.700s | Pos: (844.4, 311.8) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.03 | Speed: 300.0 | Score: 0
Step 103 | Time: 1.717s | Pos: (849.3, 310.7) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.01 | Speed: 300.0 | Score: 0
Step 104 | Time: 1.733s | Pos: (854.1, 309.5) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.01 | Speed: 300.0 | Score: 0
Step 105 | Time: 1.750s | Pos: (859.0, 308.4) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.01 | Speed: 300.0 | Score: 0
Step 106 | Time: 1.767s | Pos: (863.9, 307.2) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.01 | Speed: 300.0 | Score: 0
Step 107 | Time: 1.783s | Pos: (868.7, 306.1) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.01 | Speed: 300.0 | Score: 0
Step 108 | Time: 1.800s | Pos: (873.6, 305.0) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.01 | Speed: 300.0 | Score: 0
Step 109 | Time: 1.817s | Pos: (878.5, 303.8) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 110 | Time: 1.833s | Pos: (883.3, 302.7) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 111 | Time: 1.850s | Pos: (888.2, 301.5) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 112 | Time: 1.867s | Pos: (893.1, 300.4) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 113 | Time: 1.883s | Pos: (897.9, 299.2) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 114 | Time: 1.900s | Pos: (902.8, 298.1) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 115 | Time: 1.917s | Pos: (907.7, 296.9) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 116 | Time: 1.933s | Pos: (912.5, 295.8) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 117 | Time: 1.950s | Pos: (917.4, 294.6) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 118 | Time: 1.967s | Pos: (922.3, 293.5) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 119 | Time: 1.983s | Pos: (927.1, 292.3) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 120 | Time: 2.000s | Pos: (932.0, 291.2) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 121 | Time: 2.017s | Pos: (936.9, 290.0) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 122 | Time: 2.033s | Pos: (941.7, 288.9) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 123 | Time: 2.050s | Pos: (946.6, 287.8) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 124 | Time: 2.067s | Pos: (951.5, 286.6) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 125 | Time: 2.083s | Pos: (956.3, 285.5) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 126 | Time: 2.100s | Pos: (961.2, 284.3) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 127 | Time: 2.117s | Pos: (966.1, 283.2) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 128 | Time: 2.133s | Pos: (970.9, 282.0) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 129 | Time: 2.150s | Pos: (975.8, 280.9) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 130 | Time: 2.167s | Pos: (980.7, 279.7) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 131 | Time: 2.183s | Pos: (985.5, 278.6) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 132 | Time: 2.200s | Pos: (990.4, 277.4) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 133 | Time: 2.217s | Pos: (995.3, 276.3) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 134 | Time: 2.233s | Pos: (1000.1, 275.1) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 135 | Time: 2.250s | Pos: (1005.0, 274.0) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 136 | Time: 2.267s | Pos: (1009.9, 272.8) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 137 | Time: 2.283s | Pos: (1014.7, 271.7) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 138 | Time: 2.300s | Pos: (1019.6, 270.6) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 139 | Time: 2.317s | Pos: (1024.5, 269.4) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 140 | Time: 2.333s | Pos: (1029.3, 268.3) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 141 | Time: 2.350s | Pos: (1034.2, 267.1) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 142 | Time: 2.367s | Pos: (1039.1, 266.0) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 143 | Time: 2.383s | Pos: (1043.9, 264.8) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: 0.00 | Speed: 300.0 | Score: 0
Step 144 | Time: 2.400s | Pos: (1048.8, 263.7) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 145 | Time: 2.417s | Pos: (1053.7, 262.5) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 146 | Time: 2.433s | Pos: (1058.5, 261.4) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 147 | Time: 2.450s | Pos: (1063.4, 260.2) | Vel: (292.0, -68.8) | Orient: -0.23 rad | AngVel: -0.00 | Speed: 300.0 | Score: 0
Step 148 | Time: 2.467s | Pos: (1058.5, 259.3) | Vel: (-294.8, -55.7) | Orient: -0.26 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 149 | Time: 2.483s | Pos: (1053.6, 258.4) | Vel: (-294.8, -55.6) | Orient: -0.30 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 150 | Time: 2.500s | Pos: (1048.7, 257.4) | Vel: (-294.8, -55.6) | Orient: -0.33 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 151 | Time: 2.517s | Pos: (1043.8, 256.5) | Vel: (-294.8, -55.6) | Orient: -0.36 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 152 | Time: 2.533s | Pos: (1038.8, 255.6) | Vel: (-294.8, -55.6) | Orient: -0.40 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 153 | Time: 2.550s | Pos: (1033.9, 254.7) | Vel: (-294.8, -55.6) | Orient: -0.43 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 154 | Time: 2.567s | Pos: (1029.0, 253.7) | Vel: (-294.8, -55.6) | Orient: -0.46 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 155 | Time: 2.583s | Pos: (1024.1, 252.8) | Vel: (-294.8, -55.6) | Orient: -0.50 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 156 | Time: 2.600s | Pos: (1019.2, 251.9) | Vel: (-294.8, -55.6) | Orient: -0.53 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 157 | Time: 2.617s | Pos: (1014.3, 251.0) | Vel: (-294.8, -55.6) | Orient: -0.56 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 158 | Time: 2.633s | Pos: (1009.4, 250.0) | Vel: (-294.8, -55.6) | Orient: -0.60 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 159 | Time: 2.650s | Pos: (1004.4, 249.1) | Vel: (-294.8, -55.6) | Orient: -0.63 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 160 | Time: 2.667s | Pos: (999.5, 248.2) | Vel: (-294.8, -55.6) | Orient: -0.66 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 161 | Time: 2.683s | Pos: (994.6, 247.3) | Vel: (-294.8, -55.6) | Orient: -0.70 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 162 | Time: 2.700s | Pos: (989.7, 246.3) | Vel: (-294.8, -55.6) | Orient: -0.73 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 163 | Time: 2.717s | Pos: (984.8, 245.4) | Vel: (-294.8, -55.6) | Orient: -0.76 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 164 | Time: 2.733s | Pos: (979.9, 244.5) | Vel: (-294.8, -55.6) | Orient: -0.80 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
