Step 0 | Time: 0.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 21 | Time: 0.350s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 22 | Time: 0.367s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 23 | Time: 0.383s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 24 | Time: 0.400s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 25 | Time: 0.417s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 26 | Time: 0.433s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 27 | Time: 0.450s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 28 | Time: 0.467s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 29 | Time: 0.483s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 30 | Time: 0.500s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 31 | Time: 0.517s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 32 | Time: 0.533s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 33 | Time: 0.550s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 34 | Time: 0.567s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 35 | Time: 0.583s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 36 | Time: 0.600s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 37 | Time: 0.617s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 38 | Time: 0.633s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 39 | Time: 0.650s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 40 | Time: 0.667s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 41 | Time: 0.683s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 42 | Time: 0.700s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 43 | Time: 0.717s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 44 | Time: 0.733s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 45 | Time: 0.750s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 46 | Time: 0.767s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 47 | Time: 0.783s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 48 | Time: 0.800s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 49 | Time: 0.817s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 50 | Time: 0.833s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 51 | Time: 0.850s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 52 | Time: 0.867s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 53 | Time: 0.883s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 54 | Time: 0.900s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 55 | Time: 0.917s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 56 | Time: 0.933s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 57 | Time: 0.950s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 58 | Time: 0.967s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 59 | Time: 0.983s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 0
Step 60 | Time: 1.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: -2.16 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0 | ActiveShapes: 1
Step 61 | Time: 1.017s | Pos: (643.8, 363.3) | Vel: (225.0, 198.4) | Orient: -2.13 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 62 | Time: 1.033s | Pos: (647.5, 366.6) | Vel: (225.0, 198.4) | Orient: -2.09 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 63 | Time: 1.050s | Pos: (651.3, 369.9) | Vel: (225.0, 198.4) | Orient: -2.06 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 64 | Time: 1.067s | Pos: (655.0, 373.2) | Vel: (225.0, 198.4) | Orient: -2.03 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 65 | Time: 1.083s | Pos: (658.8, 376.5) | Vel: (225.0, 198.4) | Orient: -1.99 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 66 | Time: 1.100s | Pos: (662.5, 379.8) | Vel: (225.0, 198.4) | Orient: -1.96 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 67 | Time: 1.117s | Pos: (666.3, 383.1) | Vel: (225.0, 198.4) | Orient: -1.93 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 68 | Time: 1.133s | Pos: (670.0, 386.5) | Vel: (225.0, 198.4) | Orient: -1.89 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 69 | Time: 1.150s | Pos: (673.8, 389.8) | Vel: (225.0, 198.4) | Orient: -1.86 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 70 | Time: 1.167s | Pos: (677.5, 393.1) | Vel: (225.0, 198.4) | Orient: -1.83 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 71 | Time: 1.183s | Pos: (681.3, 396.4) | Vel: (225.0, 198.4) | Orient: -1.79 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 72 | Time: 1.200s | Pos: (685.0, 399.7) | Vel: (225.0, 198.4) | Orient: -1.76 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 73 | Time: 1.217s | Pos: (688.8, 403.0) | Vel: (225.0, 198.4) | Orient: -1.73 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 74 | Time: 1.233s | Pos: (692.5, 406.3) | Vel: (225.0, 198.4) | Orient: -1.69 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 75 | Time: 1.250s | Pos: (696.3, 409.6) | Vel: (225.0, 198.4) | Orient: -1.66 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 76 | Time: 1.267s | Pos: (700.0, 412.9) | Vel: (225.0, 198.4) | Orient: -1.63 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 77 | Time: 1.283s | Pos: (703.8, 416.2) | Vel: (225.0, 198.4) | Orient: -1.59 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 78 | Time: 1.300s | Pos: (707.5, 419.5) | Vel: (225.0, 198.4) | Orient: -1.56 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 79 | Time: 1.317s | Pos: (711.3, 422.8) | Vel: (225.0, 198.4) | Orient: -1.53 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 80 | Time: 1.333s | Pos: (715.0, 426.1) | Vel: (225.0, 198.4) | Orient: -1.49 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 81 | Time: 1.350s | Pos: (718.8, 429.4) | Vel: (225.0, 198.4) | Orient: -1.46 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 82 | Time: 1.367s | Pos: (722.5, 432.7) | Vel: (225.0, 198.4) | Orient: -1.43 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 83 | Time: 1.383s | Pos: (726.3, 436.0) | Vel: (225.0, 198.4) | Orient: -1.39 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 84 | Time: 1.400s | Pos: (730.0, 439.4) | Vel: (225.0, 198.4) | Orient: -1.36 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 85 | Time: 1.417s | Pos: (733.8, 442.7) | Vel: (225.0, 198.4) | Orient: -1.33 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 86 | Time: 1.433s | Pos: (737.5, 446.0) | Vel: (225.0, 198.4) | Orient: -1.29 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 87 | Time: 1.450s | Pos: (741.3, 449.3) | Vel: (225.0, 198.4) | Orient: -1.26 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 88 | Time: 1.467s | Pos: (745.0, 452.6) | Vel: (225.0, 198.4) | Orient: -1.23 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 89 | Time: 1.483s | Pos: (748.8, 455.9) | Vel: (225.0, 198.4) | Orient: -1.19 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 90 | Time: 1.500s | Pos: (752.5, 459.2) | Vel: (225.0, 198.4) | Orient: -1.16 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 91 | Time: 1.517s | Pos: (756.3, 462.5) | Vel: (225.0, 198.4) | Orient: -1.13 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 92 | Time: 1.533s | Pos: (760.0, 465.8) | Vel: (225.0, 198.4) | Orient: -1.09 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 93 | Time: 1.550s | Pos: (763.8, 469.1) | Vel: (225.0, 198.4) | Orient: -1.06 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 94 | Time: 1.567s | Pos: (767.5, 472.4) | Vel: (225.0, 198.4) | Orient: -1.03 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 95 | Time: 1.583s | Pos: (771.3, 475.7) | Vel: (225.0, 198.4) | Orient: -0.99 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 96 | Time: 1.600s | Pos: (775.0, 479.0) | Vel: (225.0, 198.4) | Orient: -0.96 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 97 | Time: 1.617s | Pos: (778.8, 482.3) | Vel: (225.0, 198.4) | Orient: -0.93 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 98 | Time: 1.633s | Pos: (782.5, 485.6) | Vel: (225.0, 198.4) | Orient: -0.89 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 99 | Time: 1.650s | Pos: (786.3, 488.9) | Vel: (225.0, 198.4) | Orient: -0.86 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 100 | Time: 1.667s | Pos: (790.0, 492.3) | Vel: (225.0, 198.4) | Orient: -0.83 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 101 | Time: 1.683s | Pos: (793.8, 495.6) | Vel: (225.0, 198.4) | Orient: -0.79 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 102 | Time: 1.700s | Pos: (797.5, 498.9) | Vel: (225.0, 198.4) | Orient: -0.76 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 103 | Time: 1.717s | Pos: (801.3, 502.2) | Vel: (225.0, 198.4) | Orient: -0.73 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 104 | Time: 1.733s | Pos: (805.0, 505.5) | Vel: (225.0, 198.4) | Orient: -0.69 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 105 | Time: 1.750s | Pos: (808.8, 508.8) | Vel: (225.0, 198.4) | Orient: -0.66 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 106 | Time: 1.767s | Pos: (812.5, 512.1) | Vel: (225.0, 198.4) | Orient: -0.63 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 107 | Time: 1.783s | Pos: (816.3, 515.4) | Vel: (225.0, 198.4) | Orient: -0.59 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 108 | Time: 1.800s | Pos: (820.0, 518.7) | Vel: (225.0, 198.4) | Orient: -0.56 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 109 | Time: 1.817s | Pos: (823.8, 522.0) | Vel: (225.0, 198.4) | Orient: -0.53 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 110 | Time: 1.833s | Pos: (827.5, 525.3) | Vel: (225.0, 198.4) | Orient: -0.49 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 111 | Time: 1.850s | Pos: (831.3, 528.6) | Vel: (225.0, 198.4) | Orient: -0.46 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 112 | Time: 1.867s | Pos: (835.0, 531.9) | Vel: (225.0, 198.4) | Orient: -0.43 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 113 | Time: 1.883s | Pos: (838.8, 535.2) | Vel: (225.0, 198.4) | Orient: -0.39 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 114 | Time: 1.900s | Pos: (842.5, 538.5) | Vel: (225.0, 198.4) | Orient: -0.36 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 115 | Time: 1.917s | Pos: (846.3, 541.8) | Vel: (225.0, 198.4) | Orient: -0.33 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 116 | Time: 1.933s | Pos: (850.0, 545.2) | Vel: (225.0, 198.4) | Orient: -0.29 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 117 | Time: 1.950s | Pos: (853.8, 548.5) | Vel: (225.0, 198.4) | Orient: -0.26 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 118 | Time: 1.967s | Pos: (857.5, 551.8) | Vel: (225.0, 198.4) | Orient: -0.23 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 119 | Time: 1.983s | Pos: (861.3, 555.1) | Vel: (225.0, 198.4) | Orient: -0.19 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 120 | Time: 2.000s | Pos: (865.0, 558.4) | Vel: (225.0, 198.4) | Orient: -0.16 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 1
Step 121 | Time: 2.017s | Pos: (868.8, 561.7) | Vel: (225.0, 198.4) | Orient: -0.13 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 122 | Time: 2.033s | Pos: (872.6, 565.0) | Vel: (225.0, 198.4) | Orient: -0.09 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 123 | Time: 2.050s | Pos: (876.3, 568.3) | Vel: (225.0, 198.4) | Orient: -0.06 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 124 | Time: 2.067s | Pos: (880.1, 571.6) | Vel: (225.0, 198.4) | Orient: -0.03 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 125 | Time: 2.083s | Pos: (883.8, 574.9) | Vel: (225.0, 198.4) | Orient: 0.01 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 126 | Time: 2.100s | Pos: (887.6, 578.2) | Vel: (225.0, 198.4) | Orient: 0.04 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 127 | Time: 2.117s | Pos: (891.3, 581.5) | Vel: (225.0, 198.4) | Orient: 0.07 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 128 | Time: 2.133s | Pos: (895.1, 584.8) | Vel: (225.0, 198.4) | Orient: 0.11 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 129 | Time: 2.150s | Pos: (898.8, 588.1) | Vel: (225.0, 198.4) | Orient: 0.14 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 130 | Time: 2.167s | Pos: (902.6, 591.4) | Vel: (225.0, 198.4) | Orient: 0.17 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 131 | Time: 2.183s | Pos: (906.3, 594.7) | Vel: (225.0, 198.4) | Orient: 0.21 rad | AngVel: 2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 132 | Time: 2.200s | Pos: (902.6, 591.3) | Vel: (-219.8, -204.1) | Orient: 0.17 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 133 | Time: 2.217s | Pos: (899.0, 587.9) | Vel: (-219.8, -204.1) | Orient: 0.14 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 134 | Time: 2.233s | Pos: (895.3, 584.5) | Vel: (-219.8, -204.1) | Orient: 0.11 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 135 | Time: 2.250s | Pos: (891.7, 581.1) | Vel: (-219.8, -204.1) | Orient: 0.07 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 136 | Time: 2.267s | Pos: (888.0, 577.7) | Vel: (-219.8, -204.1) | Orient: 0.04 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 137 | Time: 2.283s | Pos: (884.3, 574.3) | Vel: (-219.8, -204.1) | Orient: 0.01 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 138 | Time: 2.300s | Pos: (880.7, 570.9) | Vel: (-219.8, -204.1) | Orient: -0.03 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 139 | Time: 2.317s | Pos: (877.0, 567.5) | Vel: (-219.8, -204.1) | Orient: -0.06 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 140 | Time: 2.333s | Pos: (873.3, 564.1) | Vel: (-219.8, -204.1) | Orient: -0.09 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 141 | Time: 2.350s | Pos: (869.7, 560.7) | Vel: (-219.8, -204.1) | Orient: -0.13 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 142 | Time: 2.367s | Pos: (866.0, 557.3) | Vel: (-219.8, -204.1) | Orient: -0.16 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
Step 143 | Time: 2.383s | Pos: (862.3, 553.9) | Vel: (-219.8, -204.1) | Orient: -0.19 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0 | ActiveShapes: 2
