Step 0 | Time: 0.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 68 | Time: 1.133s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 69 | Time: 1.150s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 70 | Time: 1.167s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 71 | Time: 1.183s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 72 | Time: 1.200s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 73 | Time: 1.217s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 74 | Time: 1.233s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 75 | Time: 1.250s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 76 | Time: 1.267s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 77 | Time: 1.283s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 78 | Time: 1.300s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 79 | Time: 1.317s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 80 | Time: 1.333s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 81 | Time: 1.350s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 82 | Time: 1.367s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 83 | Time: 1.383s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 84 | Time: 1.400s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 85 | Time: 1.417s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 86 | Time: 1.433s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 87 | Time: 1.450s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 88 | Time: 1.467s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 89 | Time: 1.483s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 90 | Time: 1.500s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 91 | Time: 1.517s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 92 | Time: 1.533s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 93 | Time: 1.550s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 94 | Time: 1.567s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 95 | Time: 1.583s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 96 | Time: 1.600s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 97 | Time: 1.617s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 98 | Time: 1.633s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 99 | Time: 1.650s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 100 | Time: 1.667s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 101 | Time: 1.683s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 102 | Time: 1.700s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 103 | Time: 1.717s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 104 | Time: 1.733s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 105 | Time: 1.750s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 106 | Time: 1.767s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 107 | Time: 1.783s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 108 | Time: 1.800s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 109 | Time: 1.817s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 110 | Time: 1.833s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 111 | Time: 1.850s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 112 | Time: 1.867s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 113 | Time: 1.883s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 114 | Time: 1.900s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 115 | Time: 1.917s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 116 | Time: 1.933s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 117 | Time: 1.950s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 118 | Time: 1.967s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 119 | Time: 1.983s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 120 | Time: 2.000s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 121 | Time: 2.017s | Pos: (640.0, 360.0) | Vel: (0.0, 0.0) | Orient: 2.01 rad | AngVel: 0.00 | Speed: 0.0 | Score: 0
Step 122 | Time: 2.033s | Pos: (644.0, 357.0) | Vel: (238.0, -182.6) | Orient: 1.98 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 123 | Time: 2.050s | Pos: (647.9, 353.9) | Vel: (238.0, -182.6) | Orient: 1.95 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 124 | Time: 2.067s | Pos: (651.9, 350.9) | Vel: (238.0, -182.6) | Orient: 1.91 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 125 | Time: 2.083s | Pos: (655.9, 347.8) | Vel: (238.0, -182.6) | Orient: 1.88 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 126 | Time: 2.100s | Pos: (659.8, 344.8) | Vel: (238.0, -182.6) | Orient: 1.85 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 127 | Time: 2.117s | Pos: (663.8, 341.7) | Vel: (238.0, -182.6) | Orient: 1.81 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 128 | Time: 2.133s | Pos: (667.8, 338.7) | Vel: (238.0, -182.6) | Orient: 1.78 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 129 | Time: 2.150s | Pos: (671.7, 335.6) | Vel: (238.0, -182.6) | Orient: 1.75 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 130 | Time: 2.167s | Pos: (675.7, 332.6) | Vel: (238.0, -182.6) | Orient: 1.71 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 131 | Time: 2.183s | Pos: (679.7, 329.6) | Vel: (238.0, -182.6) | Orient: 1.68 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 132 | Time: 2.200s | Pos: (683.6, 326.5) | Vel: (238.0, -182.6) | Orient: 1.65 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 133 | Time: 2.217s | Pos: (687.6, 323.5) | Vel: (238.0, -182.6) | Orient: 1.61 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 134 | Time: 2.233s | Pos: (691.6, 320.4) | Vel: (238.0, -182.6) | Orient: 1.58 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 135 | Time: 2.250s | Pos: (695.5, 317.4) | Vel: (238.0, -182.6) | Orient: 1.55 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 136 | Time: 2.267s | Pos: (699.5, 314.3) | Vel: (238.0, -182.6) | Orient: 1.51 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 137 | Time: 2.283s | Pos: (703.5, 311.3) | Vel: (238.0, -182.6) | Orient: 1.48 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 138 | Time: 2.300s | Pos: (707.4, 308.3) | Vel: (238.0, -182.6) | Orient: 1.45 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 139 | Time: 2.317s | Pos: (711.4, 305.2) | Vel: (238.0, -182.6) | Orient: 1.41 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 140 | Time: 2.333s | Pos: (715.4, 302.2) | Vel: (238.0, -182.6) | Orient: 1.38 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 141 | Time: 2.350s | Pos: (719.3, 299.1) | Vel: (238.0, -182.6) | Orient: 1.35 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 142 | Time: 2.367s | Pos: (723.3, 296.1) | Vel: (238.0, -182.6) | Orient: 1.31 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 143 | Time: 2.383s | Pos: (727.3, 293.0) | Vel: (238.0, -182.6) | Orient: 1.28 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 144 | Time: 2.400s | Pos: (731.2, 290.0) | Vel: (238.0, -182.6) | Orient: 1.25 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 145 | Time: 2.417s | Pos: (735.2, 286.9) | Vel: (238.0, -182.6) | Orient: 1.21 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 146 | Time: 2.433s | Pos: (739.2, 283.9) | Vel: (238.0, -182.6) | Orient: 1.18 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 147 | Time: 2.450s | Pos: (743.1, 280.9) | Vel: (238.0, -182.6) | Orient: 1.15 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 148 | Time: 2.467s | Pos: (747.1, 277.8) | Vel: (238.0, -182.6) | Orient: 1.11 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 149 | Time: 2.483s | Pos: (751.1, 274.8) | Vel: (238.0, -182.6) | Orient: 1.08 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 150 | Time: 2.500s | Pos: (755.0, 271.7) | Vel: (238.0, -182.6) | Orient: 1.05 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 151 | Time: 2.517s | Pos: (759.0, 268.7) | Vel: (238.0, -182.6) | Orient: 1.01 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 152 | Time: 2.533s | Pos: (763.0, 265.6) | Vel: (238.0, -182.6) | Orient: 0.98 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 153 | Time: 2.550s | Pos: (766.9, 262.6) | Vel: (238.0, -182.6) | Orient: 0.95 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 154 | Time: 2.567s | Pos: (770.9, 259.6) | Vel: (238.0, -182.6) | Orient: 0.91 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 155 | Time: 2.583s | Pos: (774.9, 256.5) | Vel: (238.0, -182.6) | Orient: 0.88 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 156 | Time: 2.600s | Pos: (778.8, 253.5) | Vel: (238.0, -182.6) | Orient: 0.85 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 157 | Time: 2.617s | Pos: (782.8, 250.4) | Vel: (238.0, -182.6) | Orient: 0.81 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 158 | Time: 2.633s | Pos: (786.8, 247.4) | Vel: (238.0, -182.6) | Orient: 0.78 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 159 | Time: 2.650s | Pos: (790.7, 244.3) | Vel: (238.0, -182.6) | Orient: 0.75 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 160 | Time: 2.667s | Pos: (794.7, 241.3) | Vel: (238.0, -182.6) | Orient: 0.71 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 161 | Time: 2.683s | Pos: (798.7, 238.2) | Vel: (238.0, -182.6) | Orient: 0.68 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 162 | Time: 2.700s | Pos: (802.6, 235.2) | Vel: (238.0, -182.6) | Orient: 0.65 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 163 | Time: 2.717s | Pos: (806.6, 232.2) | Vel: (238.0, -182.6) | Orient: 0.61 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
Step 164 | Time: 2.733s | Pos: (810.6, 229.1) | Vel: (238.0, -182.6) | Orient: 0.58 rad | AngVel: -2.00 | Speed: 300.0 | Score: 0
